source	target	relation	target role	tabletID	museum Nr	excavation Nr	publication	archive	text type	subtype	place of writing	date	reign
P00005	P00033	creditor > witness-scribe	scribe (ṭupšarru)	T01069	BM 41428		Abraham 2004, no. 95	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	1.5.5 Darius I	 Darius I
P00005	P00572	creditor > witness-scribe	witness, regular (mukinnu)	T01069	BM 41428		Abraham 2004, no. 95	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	1.5.5 Darius I	 Darius I
P00005	P09223	creditor > witness-scribe	witness, regular (mukinnu)	T01069	BM 41428		Abraham 2004, no. 95	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	1.5.5 Darius I	 Darius I
P00005	P19847	creditor > witness-scribe	witness, regular (mukinnu)	T01069	BM 41428		Abraham 2004, no. 95	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	1.5.5 Darius I	 Darius I
P00005	P28475	creditor > witness-scribe	witness, regular (mukinnu)	T01069	BM 41428		Abraham 2004, no. 95	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	1.5.5 Darius I	 Darius I
P00005	P00033	creditor > witness-scribe	scribe (ṭupšarru)	T01070	BM 41451		Abraham 2004, no. 96	Egibi Nūr-Sîn	Legal document	promissory note	Broken/Unclear	1.5.5 Darius I	 Darius I
P00005	P00572	creditor > witness-scribe	witness, regular (mukinnu)	T01070	BM 41451		Abraham 2004, no. 96	Egibi Nūr-Sîn	Legal document	promissory note	Broken/Unclear	1.5.5 Darius I	 Darius I
P00005	P09376	creditor > witness-scribe	witness, regular (mukinnu)	T01070	BM 41451		Abraham 2004, no. 96	Egibi Nūr-Sîn	Legal document	promissory note	Broken/Unclear	1.5.5 Darius I	 Darius I
P00005	P19847	creditor > witness-scribe	witness, regular (mukinnu)	T01070	BM 41451		Abraham 2004, no. 96	Egibi Nūr-Sîn	Legal document	promissory note	Broken/Unclear	1.5.5 Darius I	 Darius I
P00005	P20044	creditor > witness-scribe	witness, regular (mukinnu)	T01070	BM 41451		Abraham 2004, no. 96	Egibi Nūr-Sîn	Legal document	promissory note	Broken/Unclear	1.5.5 Darius I	 Darius I
P05329	P03325	creditor > witness-scribe	scribe (ṭupšarru)	T01071	VAT 356		Baker 2004, no. 231	Nappāhu	Legal document	"promissory note, with interest; promissory note, without interest"	Babylon	27.13.15 Darius I	 Darius I
P05329	P03250	creditor > witness-scribe	witness, regular (mukinnu)	T01071	VAT 356		Baker 2004, no. 231	Nappāhu	Legal document	"promissory note, with interest; promissory note, without interest"	Babylon	27.13.15 Darius I	 Darius I
P05329	P03541	creditor > witness-scribe	witness, regular (mukinnu)	T01071	VAT 356		Baker 2004, no. 231	Nappāhu	Legal document	"promissory note, with interest; promissory note, without interest"	Babylon	27.13.15 Darius I	 Darius I
P05329	P03739	creditor > witness-scribe	witness, regular (mukinnu)	T01071	VAT 356		Baker 2004, no. 231	Nappāhu	Legal document	"promissory note, with interest; promissory note, without interest"	Babylon	27.13.15 Darius I	 Darius I
P05329	P04498	creditor > witness-scribe	witness, regular (mukinnu)	T01071	VAT 356		Baker 2004, no. 231	Nappāhu	Legal document	"promissory note, with interest; promissory note, without interest"	Babylon	27.13.15 Darius I	 Darius I
P05329	P04609	creditor > witness-scribe	witness, regular (mukinnu)	T01071	VAT 356		Baker 2004, no. 231	Nappāhu	Legal document	"promissory note, with interest; promissory note, without interest"	Babylon	27.13.15 Darius I	 Darius I
P05329	P04873	creditor > witness-scribe	witness, regular (mukinnu)	T01071	VAT 356		Baker 2004, no. 231	Nappāhu	Legal document	"promissory note, with interest; promissory note, without interest"	Babylon	27.13.15 Darius I	 Darius I
P05329	P05209	creditor > witness-scribe	witness, regular (mukinnu)	T01071	VAT 356		Baker 2004, no. 231	Nappāhu	Legal document	"promissory note, with interest; promissory note, without interest"	Babylon	27.13.15 Darius I	 Darius I
P05329	P05365	creditor > witness-scribe	witness, regular (mukinnu)	T01071	VAT 356		Baker 2004, no. 231	Nappāhu	Legal document	"promissory note, with interest; promissory note, without interest"	Babylon	27.13.15 Darius I	 Darius I
P01912	P01966	creditor > witness-scribe	scribe (ṭupšarru)	T01072	BM 31187		Abraham 2004, no. 98	Egibi Nūr-Sîn	Legal document	receipt	Babylon	.7.3 Darius I	 Darius I
P01912	P01699	creditor > witness-scribe	witness, regular (mukinnu)	T01072	BM 31187		Abraham 2004, no. 98	Egibi Nūr-Sîn	Legal document	receipt	Babylon	.7.3 Darius I	 Darius I
P01912	P02416	creditor > witness-scribe	witness, regular (mukinnu)	T01072	BM 31187		Abraham 2004, no. 98	Egibi Nūr-Sîn	Legal document	receipt	Babylon	.7.3 Darius I	 Darius I
P01912	P09868	creditor > witness-scribe	witness, regular (mukinnu)	T01072	BM 31187		Abraham 2004, no. 98	Egibi Nūr-Sîn	Legal document	receipt	Babylon	.7.3 Darius I	 Darius I
P00039	P01966	recipient > witness-scribe	scribe (ṭupšarru)	T01072	BM 31187		Abraham 2004, no. 98	Egibi Nūr-Sîn	Legal document	receipt	Babylon	.7.3 Darius I	 Darius I
P00039	P01699	recipient > witness-scribe	witness, regular (mukinnu)	T01072	BM 31187		Abraham 2004, no. 98	Egibi Nūr-Sîn	Legal document	receipt	Babylon	.7.3 Darius I	 Darius I
P00039	P02416	recipient > witness-scribe	witness, regular (mukinnu)	T01072	BM 31187		Abraham 2004, no. 98	Egibi Nūr-Sîn	Legal document	receipt	Babylon	.7.3 Darius I	 Darius I
P00039	P09868	recipient > witness-scribe	witness, regular (mukinnu)	T01072	BM 31187		Abraham 2004, no. 98	Egibi Nūr-Sîn	Legal document	receipt	Babylon	.7.3 Darius I	 Darius I
P01597	P05158	creditor > witness-scribe	scribe (ṭupšarru)	T01073	VAT 392		Baker 2004, no. 232	Nappāhu	Legal document	promissory note	Babylon	28.14.22 Darius I	 Darius I
P01597	P00695	creditor > witness-scribe	witness, regular (mukinnu)	T01073	VAT 392		Baker 2004, no. 232	Nappāhu	Legal document	promissory note	Babylon	28.14.22 Darius I	 Darius I
P01597	P03103	creditor > witness-scribe	witness, regular (mukinnu)	T01073	VAT 392		Baker 2004, no. 232	Nappāhu	Legal document	promissory note	Babylon	28.14.22 Darius I	 Darius I
P01597	P04378	creditor > witness-scribe	witness, regular (mukinnu)	T01073	VAT 392		Baker 2004, no. 232	Nappāhu	Legal document	promissory note	Babylon	28.14.22 Darius I	 Darius I
P01597	P04459	creditor > witness-scribe	witness, regular (mukinnu)	T01073	VAT 392		Baker 2004, no. 232	Nappāhu	Legal document	promissory note	Babylon	28.14.22 Darius I	 Darius I
P01597	P04732	creditor > witness-scribe	witness, regular (mukinnu)	T01073	VAT 392		Baker 2004, no. 232	Nappāhu	Legal document	promissory note	Babylon	28.14.22 Darius I	 Darius I
P02125	P22723	recipient > witness-scribe	scribe (ṭupšarru)	T01074	BM 30543		Abraham 2004, no. 102	Egibi Nūr-Sîn	Legal document	receipt	Babylon	18.4.10 Darius I	 Darius I
P02125	P00039	recipient > witness-scribe	witness, regular (mukinnu)	T01074	BM 30543		Abraham 2004, no. 102	Egibi Nūr-Sîn	Legal document	receipt	Babylon	18.4.10 Darius I	 Darius I
P02125	P00599	recipient > witness-scribe	witness, regular (mukinnu)	T01074	BM 30543		Abraham 2004, no. 102	Egibi Nūr-Sîn	Legal document	receipt	Babylon	18.4.10 Darius I	 Darius I
P02125	P02410	recipient > witness-scribe	witness, regular (mukinnu)	T01074	BM 30543		Abraham 2004, no. 102	Egibi Nūr-Sîn	Legal document	receipt	Babylon	18.4.10 Darius I	 Darius I
P02125	P02626	recipient > witness-scribe	witness, regular (mukinnu)	T01074	BM 30543		Abraham 2004, no. 102	Egibi Nūr-Sîn	Legal document	receipt	Babylon	18.4.10 Darius I	 Darius I
P02125	P09046	recipient > witness-scribe	witness, regular (mukinnu)	T01074	BM 30543		Abraham 2004, no. 102	Egibi Nūr-Sîn	Legal document	receipt	Babylon	18.4.10 Darius I	 Darius I
P02125	P19886	recipient > witness-scribe	witness, regular (mukinnu)	T01074	BM 30543		Abraham 2004, no. 102	Egibi Nūr-Sîn	Legal document	receipt	Babylon	18.4.10 Darius I	 Darius I
P02467	P00554	recipient > witness-scribe	scribe (ṭupšarru)	T01076	BM 77848		Abraham 2004, no. 100	Egibi Nūr-Sîn	Legal document	receipt	Babylon	7.11.6 Darius I	 Darius I
P02467	P00599	recipient > witness-scribe	witness, regular (mukinnu)	T01076	BM 77848		Abraham 2004, no. 100	Egibi Nūr-Sîn	Legal document	receipt	Babylon	7.11.6 Darius I	 Darius I
P02467	P02155	recipient > witness-scribe	witness, regular (mukinnu)	T01076	BM 77848		Abraham 2004, no. 100	Egibi Nūr-Sîn	Legal document	receipt	Babylon	7.11.6 Darius I	 Darius I
P02467	P02512	recipient > witness-scribe	witness, regular (mukinnu)	T01076	BM 77848		Abraham 2004, no. 100	Egibi Nūr-Sîn	Legal document	receipt	Babylon	7.11.6 Darius I	 Darius I
P00740	P00683	creditor > witness-scribe	witness, regular (mukinnu)	T01077	BM 77544		Baker 2004, no. 233	Nappāhu	Legal document	promissory note, with interest	Babylon	15.0.24 Darius I	 Darius I
P00740	P01552	creditor > witness-scribe	witness, regular (mukinnu)	T01077	BM 77544		Baker 2004, no. 233	Nappāhu	Legal document	promissory note, with interest	Babylon	15.0.24 Darius I	 Darius I
P00740	P05476	creditor > witness-scribe	witness, regular (mukinnu)	T01077	BM 77544		Baker 2004, no. 233	Nappāhu	Legal document	promissory note, with interest	Babylon	15.0.24 Darius I	 Darius I
P00740	P05791	creditor > witness-scribe	witness, regular (mukinnu)	T01077	BM 77544		Baker 2004, no. 233	Nappāhu	Legal document	promissory note, with interest	Babylon	15.0.24 Darius I	 Darius I
P00740	P05794	creditor > witness-scribe	witness, regular (mukinnu)	T01077	BM 77544		Baker 2004, no. 233	Nappāhu	Legal document	promissory note, with interest	Babylon	15.0.24 Darius I	 Darius I
P01597	P00683	creditor > witness-scribe	witness, regular (mukinnu)	T01077	BM 77544		Baker 2004, no. 233	Nappāhu	Legal document	promissory note, with interest	Babylon	15.0.24 Darius I	 Darius I
P01597	P01552	creditor > witness-scribe	witness, regular (mukinnu)	T01077	BM 77544		Baker 2004, no. 233	Nappāhu	Legal document	promissory note, with interest	Babylon	15.0.24 Darius I	 Darius I
P01597	P05476	creditor > witness-scribe	witness, regular (mukinnu)	T01077	BM 77544		Baker 2004, no. 233	Nappāhu	Legal document	promissory note, with interest	Babylon	15.0.24 Darius I	 Darius I
P01597	P05791	creditor > witness-scribe	witness, regular (mukinnu)	T01077	BM 77544		Baker 2004, no. 233	Nappāhu	Legal document	promissory note, with interest	Babylon	15.0.24 Darius I	 Darius I
P01597	P05794	creditor > witness-scribe	witness, regular (mukinnu)	T01077	BM 77544		Baker 2004, no. 233	Nappāhu	Legal document	promissory note, with interest	Babylon	15.0.24 Darius I	 Darius I
P19981	P09346	guarantor > witness-scribe	scribe (ṭupšarru)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P19981	P00025	guarantor > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P19981	P01999	guarantor > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P19981	P02281	guarantor > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P19981	P02293	guarantor > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P19981	P02905	guarantor > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P19981	P09037	guarantor > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P19981	P09238	guarantor > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P19981	P09340	guarantor > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P19981	P15465	guarantor > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P19981	P15561	guarantor > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P29540	P00025	testifier > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P29540	P01999	testifier > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P29540	P02281	testifier > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P29540	P02293	testifier > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P29540	P02905	testifier > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P29540	P09037	testifier > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P29540	P09238	testifier > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P29540	P09340	testifier > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P29540	P15465	testifier > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P29540	P15561	testifier > witness-scribe	witness, regular (mukinnu)	T01079	BM 30926		Abraham 2004, no. 103	Egibi Nūr-Sîn	Legal document	summons	Babylon	18.1.11 Darius I	 Darius I
P12626	P12503	creditor > witness-scribe	scribe (ṭupšarru)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12626	P12518	creditor > witness-scribe	witness, regular (mukinnu)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12626	P12554	creditor > witness-scribe	witness, regular (mukinnu)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12626	P12629	creditor > witness-scribe	witness, regular (mukinnu)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12626	P12654	creditor > witness-scribe	witness, regular (mukinnu)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12626	P12544	creditor > witness-scribe	witness, regular (pāni)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12576	P12503	guarantor > witness-scribe	scribe (ṭupšarru)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12576	P12518	guarantor > witness-scribe	witness, regular (mukinnu)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12576	P12554	guarantor > witness-scribe	witness, regular (mukinnu)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12576	P12629	guarantor > witness-scribe	witness, regular (mukinnu)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12576	P12654	guarantor > witness-scribe	witness, regular (mukinnu)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12576	P12544	guarantor > witness-scribe	witness, regular (pāni)	T01080	IM 65072	W.20032, 4	Hunger 1970, no. 18	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	20.13.07 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12646	P12548	creditor > witness-scribe	scribe (ṭupšarru)	T01082	IM 65073	W.20032, 5	Hunger 1970, no. 19	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	17.8.16 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12646	P00896	creditor > witness-scribe	witness, regular (mukinnu)	T01082	IM 65073	W.20032, 5	Hunger 1970, no. 19	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	17.8.16 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12646	P12572	creditor > witness-scribe	witness, regular (mukinnu)	T01082	IM 65073	W.20032, 5	Hunger 1970, no. 19	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	17.8.16 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P12646	P12574	creditor > witness-scribe	witness, regular (mukinnu)	T01082	IM 65073	W.20032, 5	Hunger 1970, no. 19	Šamšēa	Legal document	promissory note, with pledge and interest	Uruk	17.8.16 Šamaš-šumu-ukīn	 Šamaš-šumu-ukīn
P04672	P04723	creditor > witness-scribe	scribe (ṭupšarru)	T01083	BM 77409		Baker 2004, no. 234	Nappāhu	Legal document	promissory note, with interest	Babylon	15.13.25 Darius I	 Darius I
P04672	P00053	creditor > witness-scribe	witness, regular (mukinnu)	T01083	BM 77409		Baker 2004, no. 234	Nappāhu	Legal document	promissory note, with interest	Babylon	15.13.25 Darius I	 Darius I
P04672	P00683	creditor > witness-scribe	witness, regular (mukinnu)	T01083	BM 77409		Baker 2004, no. 234	Nappāhu	Legal document	promissory note, with interest	Babylon	15.13.25 Darius I	 Darius I
P04672	P03397	creditor > witness-scribe	witness, regular (mukinnu)	T01083	BM 77409		Baker 2004, no. 234	Nappāhu	Legal document	promissory note, with interest	Babylon	15.13.25 Darius I	 Darius I
P04672	P04909	creditor > witness-scribe	witness, regular (mukinnu)	T01083	BM 77409		Baker 2004, no. 234	Nappāhu	Legal document	promissory note, with interest	Babylon	15.13.25 Darius I	 Darius I
P01609	P01385	creditor > witness-scribe	scribe (ṭupšarru)	T01084	BM 77408		Baker 2004, no. 235	Nappāhu	Legal document	promissory note, with interest	Babylon	20.6.25 Darius I	 Darius I
P01609	P00695	creditor > witness-scribe	witness	T01084	BM 77408		Baker 2004, no. 235	Nappāhu	Legal document	promissory note, with interest	Babylon	20.6.25 Darius I	 Darius I
P01609	P01558	creditor > witness-scribe	witness	T01084	BM 77408		Baker 2004, no. 235	Nappāhu	Legal document	promissory note, with interest	Babylon	20.6.25 Darius I	 Darius I
P01609	P01597	creditor > witness-scribe	witness	T01084	BM 77408		Baker 2004, no. 235	Nappāhu	Legal document	promissory note, with interest	Babylon	20.6.25 Darius I	 Darius I
P01609	P02998	creditor > witness-scribe	witness	T01084	BM 77408		Baker 2004, no. 235	Nappāhu	Legal document	promissory note, with interest	Babylon	20.6.25 Darius I	 Darius I
P01609	P03271	creditor > witness-scribe	witness	T01084	BM 77408		Baker 2004, no. 235	Nappāhu	Legal document	promissory note, with interest	Babylon	20.6.25 Darius I	 Darius I
P01609	P04042	creditor > witness-scribe	witness	T01084	BM 77408		Baker 2004, no. 235	Nappāhu	Legal document	promissory note, with interest	Babylon	20.6.25 Darius I	 Darius I
